,Total Greenhouse Gas Emissions: Tonnes of CO2 Equivalent per Year: Transport
2/17/1997,0.09285759
2/24/1997,0.09285759
3/3/1997,0.09285759
3/10/1997,0.09285759
3/17/1997,0.09285759
3/24/1997,0.09285759
3/31/1997,0.09285759
4/7/1997,0.09285759
4/14/1997,0.09285759
4/21/1997,0.09285759
4/28/1997,0.09285759
5/5/1997,0.09285759
5/12/1997,0.09285759
5/19/1997,0.09285759
5/26/1997,0.09285759
6/2/1997,0.09285759
6/9/1997,0.09285759
6/16/1997,0.09285759
6/23/1997,0.09285759
6/30/1997,0.09285759
7/7/1997,0.09285759
7/14/1997,0.09285759
7/21/1997,0.09285759
7/28/1997,0.09285759
8/4/1997,0.09285759
8/11/1997,0.09285759
8/18/1997,0.09285759
8/25/1997,0.09285759
9/1/1997,0.09285759
9/8/1997,0.09285759
9/15/1997,0.09285759
9/22/1997,0.09285759
9/29/1997,0.09285759
10/6/1997,0.09285759
10/13/1997,0.09285759
10/20/1997,0.09285759
10/27/1997,0.09285759
11/3/1997,0.09285759
11/10/1997,0.09285759
11/17/1997,0.09285759
11/24/1997,0.09285759
12/1/1997,0.09285759
12/8/1997,0.09285759
12/15/1997,0.09285759
12/22/1997,0.09285759
12/29/1997,0.09285759
1/5/1998,0.097056771
1/12/1998,0.097056771
1/19/1998,0.097056771
1/26/1998,0.097056771
2/2/1998,0.097056771
2/9/1998,0.097056771
2/16/1998,0.097056771
2/23/1998,0.097056771
3/2/1998,0.097056771
3/9/1998,0.097056771
3/16/1998,0.097056771
3/23/1998,0.097056771
3/30/1998,0.097056771
4/6/1998,0.097056771
4/13/1998,0.097056771
4/20/1998,0.097056771
4/27/1998,0.097056771
5/4/1998,0.097056771
5/11/1998,0.097056771
5/18/1998,0.097056771
5/25/1998,0.097056771
6/1/1998,0.097056771
6/8/1998,0.097056771
6/15/1998,0.097056771
6/22/1998,0.097056771
6/29/1998,0.097056771
7/6/1998,0.097056771
7/13/1998,0.097056771
7/20/1998,0.097056771
7/27/1998,0.097056771
8/3/1998,0.097056771
8/10/1998,0.097056771
8/17/1998,0.097056771
8/24/1998,0.097056771
8/31/1998,0.097056771
9/7/1998,0.097056771
9/14/1998,0.097056771
9/21/1998,0.097056771
9/28/1998,0.097056771
10/5/1998,0.097056771
10/12/1998,0.097056771
10/19/1998,0.097056771
10/26/1998,0.097056771
11/2/1998,0.097056771
11/9/1998,0.097056771
11/16/1998,0.097056771
11/23/1998,0.097056771
11/30/1998,0.097056771
12/7/1998,0.097056771
12/14/1998,0.097056771
12/21/1998,0.097056771
12/28/1998,0.097056771
1/4/1999,0.107430659
1/11/1999,0.107430659
1/18/1999,0.107430659
1/25/1999,0.107430659
2/1/1999,0.107430659
2/8/1999,0.107430659
2/15/1999,0.107430659
2/22/1999,0.107430659
3/1/1999,0.107430659
3/8/1999,0.107430659
3/15/1999,0.107430659
3/22/1999,0.107430659
3/29/1999,0.107430659
4/5/1999,0.107430659
4/12/1999,0.107430659
4/19/1999,0.107430659
4/26/1999,0.107430659
5/3/1999,0.107430659
5/10/1999,0.107430659
5/17/1999,0.107430659
5/24/1999,0.107430659
5/31/1999,0.107430659
6/7/1999,0.107430659
6/14/1999,0.107430659
6/21/1999,0.107430659
6/28/1999,0.107430659
7/5/1999,0.107430659
7/12/1999,0.107430659
7/19/1999,0.107430659
7/26/1999,0.107430659
8/2/1999,0.107430659
8/9/1999,0.107430659
8/16/1999,0.107430659
8/23/1999,0.107430659
8/30/1999,0.107430659
9/6/1999,0.107430659
9/13/1999,0.107430659
9/20/1999,0.107430659
9/27/1999,0.107430659
10/4/1999,0.107430659
10/11/1999,0.107430659
10/18/1999,0.107430659
10/25/1999,0.107430659
11/1/1999,0.107430659
11/8/1999,0.107430659
11/15/1999,0.107430659
11/22/1999,0.107430659
11/29/1999,0.107430659
12/6/1999,0.107430659
12/13/1999,0.107430659
12/20/1999,0.107430659
12/27/1999,0.107430659
1/3/2000,0.102633494
1/10/2000,0.102633494
1/17/2000,0.102633494
1/24/2000,0.102633494
1/31/2000,0.102633494
2/7/2000,0.102633494
2/14/2000,0.102633494
2/21/2000,0.102633494
2/28/2000,0.102633494
3/6/2000,0.102633494
3/13/2000,0.102633494
3/20/2000,0.102633494
3/27/2000,0.102633494
4/3/2000,0.102633494
4/10/2000,0.102633494
4/17/2000,0.102633494
4/24/2000,0.102633494
5/1/2000,0.102633494
5/8/2000,0.102633494
5/15/2000,0.102633494
5/22/2000,0.102633494
5/29/2000,0.102633494
6/5/2000,0.102633494
6/12/2000,0.102633494
6/19/2000,0.102633494
6/26/2000,0.102633494
7/3/2000,0.102633494
7/10/2000,0.102633494
7/17/2000,0.102633494
7/24/2000,0.102633494
7/31/2000,0.102633494
8/7/2000,0.102633494
8/14/2000,0.102633494
8/21/2000,0.102633494
8/28/2000,0.102633494
9/4/2000,0.102633494
9/11/2000,0.102633494
9/18/2000,0.102633494
9/25/2000,0.102633494
10/2/2000,0.102633494
10/9/2000,0.102633494
10/16/2000,0.102633494
10/23/2000,0.102633494
10/30/2000,0.102633494
11/6/2000,0.102633494
11/13/2000,0.102633494
11/20/2000,0.102633494
11/27/2000,0.102633494
12/4/2000,0.102633494
12/11/2000,0.102633494
12/18/2000,0.102633494
12/25/2000,0.102633494
1/1/2001,0.101576194
1/8/2001,0.101576194
1/15/2001,0.101576194
1/22/2001,0.101576194
1/29/2001,0.101576194
2/5/2001,0.101576194
2/12/2001,0.101576194
2/19/2001,0.101576194
2/26/2001,0.101576194
3/5/2001,0.101576194
3/12/2001,0.101576194
3/19/2001,0.101576194
3/26/2001,0.101576194
4/2/2001,0.101576194
4/9/2001,0.101576194
4/16/2001,0.101576194
4/23/2001,0.101576194
4/30/2001,0.101576194
5/7/2001,0.101576194
5/14/2001,0.101576194
5/21/2001,0.101576194
5/28/2001,0.101576194
6/4/2001,0.101576194
6/11/2001,0.101576194
6/18/2001,0.101576194
6/25/2001,0.101576194
7/2/2001,0.101576194
7/9/2001,0.101576194
7/16/2001,0.101576194
7/23/2001,0.101576194
7/30/2001,0.101576194
8/6/2001,0.101576194
8/13/2001,0.101576194
8/20/2001,0.101576194
8/27/2001,0.101576194
9/3/2001,0.101576194
9/10/2001,0.101576194
9/17/2001,0.101576194
9/24/2001,0.101576194
10/1/2001,0.101576194
10/8/2001,0.101576194
10/15/2001,0.101576194
10/22/2001,0.101576194
10/29/2001,0.101576194
11/5/2001,0.101576194
11/12/2001,0.101576194
11/19/2001,0.101576194
11/26/2001,0.101576194
12/3/2001,0.101576194
12/10/2001,0.101576194
12/17/2001,0.101576194
12/24/2001,0.101576194
12/31/2001,0.101576194
1/7/2002,0.105503698
1/14/2002,0.105503698
1/21/2002,0.105503698
1/28/2002,0.105503698
2/4/2002,0.105503698
2/11/2002,0.105503698
2/18/2002,0.105503698
2/25/2002,0.105503698
3/4/2002,0.105503698
3/11/2002,0.105503698
3/18/2002,0.105503698
3/25/2002,0.105503698
4/1/2002,0.105503698
4/8/2002,0.105503698
4/15/2002,0.105503698
4/22/2002,0.105503698
4/29/2002,0.105503698
5/6/2002,0.105503698
5/13/2002,0.105503698
5/20/2002,0.105503698
5/27/2002,0.105503698
6/3/2002,0.105503698
6/10/2002,0.105503698
6/17/2002,0.105503698
6/24/2002,0.105503698
7/1/2002,0.105503698
7/8/2002,0.105503698
7/15/2002,0.105503698
7/22/2002,0.105503698
7/29/2002,0.105503698
8/5/2002,0.105503698
8/12/2002,0.105503698
8/19/2002,0.105503698
8/26/2002,0.105503698
9/2/2002,0.105503698
9/9/2002,0.105503698
9/16/2002,0.105503698
9/23/2002,0.105503698
9/30/2002,0.105503698
10/7/2002,0.105503698
10/14/2002,0.105503698
10/21/2002,0.105503698
10/28/2002,0.105503698
11/4/2002,0.105503698
11/11/2002,0.105503698
11/18/2002,0.105503698
11/25/2002,0.105503698
12/2/2002,0.105503698
12/9/2002,0.105503698
12/16/2002,0.105503698
12/23/2002,0.105503698
12/30/2002,0.105503698
1/6/2003,0.111956465
1/13/2003,0.111956465
1/20/2003,0.111956465
1/27/2003,0.111956465
2/3/2003,0.111956465
2/10/2003,0.111956465
2/17/2003,0.111956465
2/24/2003,0.111956465
3/3/2003,0.111956465
3/10/2003,0.111956465
3/17/2003,0.111956465
3/24/2003,0.111956465
3/31/2003,0.111956465
4/7/2003,0.111956465
4/14/2003,0.111956465
4/21/2003,0.111956465
4/28/2003,0.111956465
5/5/2003,0.111956465
5/12/2003,0.111956465
5/19/2003,0.111956465
5/26/2003,0.111956465
6/2/2003,0.111956465
6/9/2003,0.111956465
6/16/2003,0.111956465
6/23/2003,0.111956465
6/30/2003,0.111956465
7/7/2003,0.111956465
7/14/2003,0.111956465
7/21/2003,0.111956465
7/28/2003,0.111956465
8/4/2003,0.111956465
8/11/2003,0.111956465
8/18/2003,0.111956465
8/25/2003,0.111956465
9/1/2003,0.111956465
9/8/2003,0.111956465
9/15/2003,0.111956465
9/22/2003,0.111956465
9/29/2003,0.111956465
10/6/2003,0.111956465
10/13/2003,0.111956465
10/20/2003,0.111956465
10/27/2003,0.111956465
11/3/2003,0.111956465
11/10/2003,0.111956465
11/17/2003,0.111956465
11/24/2003,0.111956465
12/1/2003,0.111956465
12/8/2003,0.111956465
12/15/2003,0.111956465
12/22/2003,0.111956465
12/29/2003,0.111956465
1/5/2004,0.115630174
1/12/2004,0.115630174
1/19/2004,0.115630174
1/26/2004,0.115630174
2/2/2004,0.115630174
2/9/2004,0.115630174
2/16/2004,0.115630174
2/23/2004,0.115630174
3/1/2004,0.115630174
3/8/2004,0.115630174
3/15/2004,0.115630174
3/22/2004,0.115630174
3/29/2004,0.115630174
4/5/2004,0.115630174
4/12/2004,0.115630174
4/19/2004,0.115630174
4/26/2004,0.115630174
5/3/2004,0.115630174
5/10/2004,0.115630174
5/17/2004,0.115630174
5/24/2004,0.115630174
5/31/2004,0.115630174
6/7/2004,0.115630174
6/14/2004,0.115630174
6/21/2004,0.115630174
6/28/2004,0.115630174
7/5/2004,0.115630174
7/12/2004,0.115630174
7/19/2004,0.115630174
7/26/2004,0.115630174
8/2/2004,0.115630174
8/9/2004,0.115630174
8/16/2004,0.115630174
8/23/2004,0.115630174
8/30/2004,0.115630174
9/6/2004,0.115630174
9/13/2004,0.115630174
9/20/2004,0.115630174
9/27/2004,0.115630174
10/4/2004,0.115630174
10/11/2004,0.115630174
10/18/2004,0.115630174
10/25/2004,0.115630174
11/1/2004,0.115630174
11/8/2004,0.115630174
11/15/2004,0.115630174
11/22/2004,0.115630174
11/29/2004,0.115630174
12/6/2004,0.115630174
12/13/2004,0.115630174
12/20/2004,0.115630174
12/27/2004,0.115630174
1/3/2005,0.125051739
1/10/2005,0.125051739
1/17/2005,0.125051739
1/24/2005,0.125051739
1/31/2005,0.125051739
2/7/2005,0.125051739
2/14/2005,0.125051739
2/21/2005,0.125051739
2/28/2005,0.125051739
3/7/2005,0.125051739
3/14/2005,0.125051739
3/21/2005,0.125051739
3/28/2005,0.125051739
4/4/2005,0.125051739
4/11/2005,0.125051739
4/18/2005,0.125051739
4/25/2005,0.125051739
5/2/2005,0.125051739
5/9/2005,0.125051739
5/16/2005,0.125051739
5/23/2005,0.125051739
5/30/2005,0.125051739
6/6/2005,0.125051739
6/13/2005,0.125051739
6/20/2005,0.125051739
6/27/2005,0.125051739
7/4/2005,0.125051739
7/11/2005,0.125051739
7/18/2005,0.125051739
7/25/2005,0.125051739
8/1/2005,0.125051739
8/8/2005,0.125051739
8/15/2005,0.125051739
8/22/2005,0.125051739
8/29/2005,0.125051739
9/5/2005,0.125051739
9/12/2005,0.125051739
9/19/2005,0.125051739
9/26/2005,0.125051739
10/3/2005,0.125051739
10/10/2005,0.125051739
10/17/2005,0.125051739
10/24/2005,0.125051739
10/31/2005,0.125051739
11/7/2005,0.125051739
11/14/2005,0.125051739
11/21/2005,0.125051739
11/28/2005,0.125051739
12/5/2005,0.125051739
12/12/2005,0.125051739
12/19/2005,0.125051739
12/26/2005,0.125051739
1/2/2006,0.11842564
1/9/2006,0.11842564
1/16/2006,0.11842564
1/23/2006,0.11842564
1/30/2006,0.11842564
2/6/2006,0.11842564
2/13/2006,0.11842564
2/20/2006,0.11842564
2/27/2006,0.11842564
3/6/2006,0.11842564
3/13/2006,0.11842564
3/20/2006,0.11842564
3/27/2006,0.11842564
4/3/2006,0.11842564
4/10/2006,0.11842564
4/17/2006,0.11842564
4/24/2006,0.11842564
5/1/2006,0.11842564
5/8/2006,0.11842564
5/15/2006,0.11842564
5/22/2006,0.11842564
5/29/2006,0.11842564
6/5/2006,0.11842564
6/12/2006,0.11842564
6/19/2006,0.11842564
6/26/2006,0.11842564
7/3/2006,0.11842564
7/10/2006,0.11842564
7/17/2006,0.11842564
7/24/2006,0.11842564
7/31/2006,0.11842564
8/7/2006,0.11842564
8/14/2006,0.11842564
8/21/2006,0.11842564
8/28/2006,0.11842564
9/4/2006,0.11842564
9/11/2006,0.11842564
9/18/2006,0.11842564
9/25/2006,0.11842564
10/2/2006,0.11842564
10/9/2006,0.11842564
10/16/2006,0.11842564
10/23/2006,0.11842564
10/30/2006,0.11842564
11/6/2006,0.11842564
11/13/2006,0.11842564
11/20/2006,0.11842564
11/27/2006,0.11842564
12/4/2006,0.11842564
12/11/2006,0.11842564
12/18/2006,0.11842564
12/25/2006,0.11842564
1/1/2007,0.127328789
1/8/2007,0.127328789
1/15/2007,0.127328789
1/22/2007,0.127328789
1/29/2007,0.127328789
2/5/2007,0.127328789
2/12/2007,0.127328789
2/19/2007,0.127328789
2/26/2007,0.127328789
3/5/2007,0.127328789
3/12/2007,0.127328789
3/19/2007,0.127328789
3/26/2007,0.127328789
4/2/2007,0.127328789
4/9/2007,0.127328789
4/16/2007,0.127328789
4/23/2007,0.127328789
4/30/2007,0.127328789
5/7/2007,0.127328789
5/14/2007,0.127328789
5/21/2007,0.127328789
5/28/2007,0.127328789
6/4/2007,0.127328789
6/11/2007,0.127328789
6/18/2007,0.127328789
6/25/2007,0.127328789
7/2/2007,0.127328789
7/9/2007,0.127328789
7/16/2007,0.127328789
7/23/2007,0.127328789
7/30/2007,0.127328789
8/6/2007,0.127328789
8/13/2007,0.127328789
8/20/2007,0.127328789
8/27/2007,0.127328789
9/3/2007,0.127328789
9/10/2007,0.127328789
9/17/2007,0.127328789
9/24/2007,0.127328789
10/1/2007,0.127328789
10/8/2007,0.127328789
10/15/2007,0.127328789
10/22/2007,0.127328789
10/29/2007,0.127328789
11/5/2007,0.127328789
11/12/2007,0.127328789
11/19/2007,0.127328789
11/26/2007,0.127328789
12/3/2007,0.127328789
12/10/2007,0.127328789
12/17/2007,0.127328789
12/24/2007,0.127328789
12/31/2007,0.127328789
1/7/2008,0.118931924
1/14/2008,0.118931924
1/21/2008,0.118931924
1/28/2008,0.118931924
2/4/2008,0.118931924
2/11/2008,0.118931924
2/18/2008,0.118931924
2/25/2008,0.118931924
3/3/2008,0.118931924
3/10/2008,0.118931924
3/17/2008,0.118931924
3/24/2008,0.118931924
3/31/2008,0.118931924
4/7/2008,0.118931924
4/14/2008,0.118931924
4/21/2008,0.118931924
4/28/2008,0.118931924
5/5/2008,0.118931924
5/12/2008,0.118931924
5/19/2008,0.118931924
5/26/2008,0.118931924
6/2/2008,0.118931924
6/9/2008,0.118931924
6/16/2008,0.118931924
6/23/2008,0.118931924
6/30/2008,0.118931924
7/7/2008,0.118931924
7/14/2008,0.118931924
7/21/2008,0.118931924
7/28/2008,0.118931924
8/4/2008,0.118931924
8/11/2008,0.118931924
8/18/2008,0.118931924
8/25/2008,0.118931924
9/1/2008,0.118931924
9/8/2008,0.118931924
9/15/2008,0.118931924
9/22/2008,0.118931924
9/29/2008,0.118931924
10/6/2008,0.118931924
10/13/2008,0.118931924
10/20/2008,0.118931924
10/27/2008,0.118931924
11/3/2008,0.118931924
11/10/2008,0.118931924
11/17/2008,0.118931924
11/24/2008,0.118931924
12/1/2008,0.118931924
12/8/2008,0.118931924
12/15/2008,0.118931924
12/22/2008,0.118931924
12/29/2008,0.118931924
1/5/2009,0.108546498
1/12/2009,0.108546498
1/19/2009,0.108546498
1/26/2009,0.108546498
2/2/2009,0.108546498
2/9/2009,0.108546498
2/16/2009,0.108546498
2/23/2009,0.108546498
3/2/2009,0.108546498
3/9/2009,0.108546498
3/16/2009,0.108546498
3/23/2009,0.108546498
3/30/2009,0.108546498
4/6/2009,0.108546498
4/13/2009,0.108546498
4/20/2009,0.108546498
4/27/2009,0.108546498
5/4/2009,0.108546498
5/11/2009,0.108546498
5/18/2009,0.108546498
5/25/2009,0.108546498
6/1/2009,0.108546498
6/8/2009,0.108546498
6/15/2009,0.108546498
6/22/2009,0.108546498
6/29/2009,0.108546498
7/6/2009,0.108546498
7/13/2009,0.108546498
7/20/2009,0.108546498
7/27/2009,0.108546498
8/3/2009,0.108546498
8/10/2009,0.108546498
8/17/2009,0.108546498
8/24/2009,0.108546498
8/31/2009,0.108546498
9/7/2009,0.108546498
9/14/2009,0.108546498
9/21/2009,0.108546498
9/28/2009,0.108546498
10/5/2009,0.108546498
10/12/2009,0.108546498
10/19/2009,0.108546498
10/26/2009,0.108546498
11/2/2009,0.108546498
11/9/2009,0.108546498
11/16/2009,0.108546498
11/23/2009,0.108546498
11/30/2009,0.108546498
12/7/2009,0.108546498
12/14/2009,0.108546498
12/21/2009,0.108546498
12/28/2009,0.108546498
1/4/2010,0.136770845
1/11/2010,0.136770845
1/18/2010,0.136770845
1/25/2010,0.136770845
2/1/2010,0.136770845
2/8/2010,0.136770845
2/15/2010,0.136770845
2/22/2010,0.136770845
3/1/2010,0.136770845
3/8/2010,0.136770845
3/15/2010,0.136770845
3/22/2010,0.136770845
3/29/2010,0.136770845
4/5/2010,0.136770845
4/12/2010,0.136770845
4/19/2010,0.136770845
4/26/2010,0.136770845
5/3/2010,0.136770845
5/10/2010,0.136770845
5/17/2010,0.136770845
5/24/2010,0.136770845
5/31/2010,0.136770845
6/7/2010,0.136770845
6/14/2010,0.136770845
6/21/2010,0.136770845
6/28/2010,0.136770845
7/5/2010,0.136770845
7/12/2010,0.136770845
7/19/2010,0.136770845
7/26/2010,0.136770845
8/2/2010,0.136770845
8/9/2010,0.136770845
8/16/2010,0.136770845
8/23/2010,0.136770845
8/30/2010,0.136770845
9/6/2010,0.136770845
9/13/2010,0.136770845
9/20/2010,0.136770845
9/27/2010,0.136770845
10/4/2010,0.136770845
10/11/2010,0.136770845
10/18/2010,0.136770845
10/25/2010,0.136770845
11/1/2010,0.136770845
11/8/2010,0.136770845
11/15/2010,0.136770845
11/22/2010,0.136770845
11/29/2010,0.136770845
12/6/2010,0.136770845
12/13/2010,0.136770845
12/20/2010,0.136770845
12/27/2010,0.136770845
1/3/2011,0.145730272
1/10/2011,0.145730272
1/17/2011,0.145730272
1/24/2011,0.145730272
1/31/2011,0.145730272
2/7/2011,0.145730272
2/14/2011,0.145730272
2/21/2011,0.145730272
2/28/2011,0.145730272
3/7/2011,0.145730272
3/14/2011,0.145730272
3/21/2011,0.145730272
3/28/2011,0.145730272
4/4/2011,0.145730272
4/11/2011,0.145730272
4/18/2011,0.145730272
4/25/2011,0.145730272
5/2/2011,0.145730272
5/9/2011,0.145730272
5/16/2011,0.145730272
5/23/2011,0.145730272
5/30/2011,0.145730272
6/6/2011,0.145730272
6/13/2011,0.145730272
6/20/2011,0.145730272
6/27/2011,0.145730272
7/4/2011,0.145730272
7/11/2011,0.145730272
7/18/2011,0.145730272
7/25/2011,0.145730272
8/1/2011,0.145730272
8/8/2011,0.145730272
8/15/2011,0.145730272
8/22/2011,0.145730272
8/29/2011,0.145730272
9/5/2011,0.145730272
9/12/2011,0.145730272
9/19/2011,0.145730272
9/26/2011,0.145730272
10/3/2011,0.145730272
10/10/2011,0.145730272
10/17/2011,0.145730272
10/24/2011,0.145730272
10/31/2011,0.145730272
11/7/2011,0.145730272
11/14/2011,0.145730272
11/21/2011,0.145730272
11/28/2011,0.145730272
12/5/2011,0.145730272
12/12/2011,0.145730272
12/19/2011,0.145730272
12/26/2011,0.145730272
1/2/2012,0.154432819
1/9/2012,0.154432819
1/16/2012,0.154432819
1/23/2012,0.154432819
1/30/2012,0.154432819
2/6/2012,0.154432819
2/13/2012,0.154432819
2/20/2012,0.154432819
2/27/2012,0.154432819
3/5/2012,0.154432819
3/12/2012,0.154432819
3/19/2012,0.154432819
3/26/2012,0.154432819
4/2/2012,0.154432819
4/9/2012,0.154432819
4/16/2012,0.154432819
4/23/2012,0.154432819
4/30/2012,0.154432819
5/7/2012,0.154432819
5/14/2012,0.154432819
5/21/2012,0.154432819
5/28/2012,0.154432819
6/4/2012,0.154432819
6/11/2012,0.154432819
6/18/2012,0.154432819
6/25/2012,0.154432819
7/2/2012,0.154432819
7/9/2012,0.154432819
7/16/2012,0.154432819
7/23/2012,0.154432819
7/30/2012,0.154432819
8/6/2012,0.154432819
8/13/2012,0.154432819
8/20/2012,0.154432819
8/27/2012,0.154432819
9/3/2012,0.154432819
9/10/2012,0.154432819
9/17/2012,0.154432819
9/24/2012,0.154432819
10/1/2012,0.154432819
10/8/2012,0.154432819
10/15/2012,0.154432819
10/22/2012,0.154432819
10/29/2012,0.154432819
11/5/2012,0.154432819
11/12/2012,0.154432819
11/19/2012,0.154432819
11/26/2012,0.154432819
12/3/2012,0.154432819
12/10/2012,0.154432819
12/17/2012,0.154432819
12/24/2012,0.154432819
12/31/2012,0.154432819
1/7/2013,0.152256855
1/14/2013,0.152256855
1/21/2013,0.152256855
1/28/2013,0.152256855
2/4/2013,0.152256855
2/11/2013,0.152256855
2/18/2013,0.152256855
2/25/2013,0.152256855
3/4/2013,0.152256855
3/11/2013,0.152256855
3/18/2013,0.152256855
3/25/2013,0.152256855
4/1/2013,0.152256855
4/8/2013,0.152256855
4/15/2013,0.152256855
4/22/2013,0.152256855
4/29/2013,0.152256855
5/6/2013,0.152256855
5/13/2013,0.152256855
5/20/2013,0.152256855
5/27/2013,0.152256855
6/3/2013,0.152256855
6/10/2013,0.152256855
6/17/2013,0.152256855
6/24/2013,0.152256855
7/1/2013,0.152256855
7/8/2013,0.152256855
7/15/2013,0.152256855
7/22/2013,0.152256855
7/29/2013,0.152256855
8/5/2013,0.152256855
8/12/2013,0.152256855
8/19/2013,0.152256855
8/26/2013,0.152256855
9/2/2013,0.152256855
9/9/2013,0.152256855
9/16/2013,0.152256855
9/23/2013,0.152256855
9/30/2013,0.152256855
10/7/2013,0.152256855
10/14/2013,0.152256855
10/21/2013,0.152256855
10/28/2013,0.152256855
11/4/2013,0.152256855
11/11/2013,0.152256855
11/18/2013,0.152256855
11/25/2013,0.152256855
12/2/2013,0.152256855
12/9/2013,0.152256855
12/16/2013,0.152256855
12/23/2013,0.152256855
12/30/2013,0.152256855
1/6/2014,0.158201132
1/13/2014,0.158201132
1/20/2014,0.158201132
1/27/2014,0.158201132
2/3/2014,0.158201132
2/10/2014,0.158201132
2/17/2014,0.158201132
2/24/2014,0.158201132
3/3/2014,0.158201132
3/10/2014,0.158201132
3/17/2014,0.158201132
3/24/2014,0.158201132
3/31/2014,0.158201132
4/7/2014,0.158201132
4/14/2014,0.158201132
4/21/2014,0.158201132
4/28/2014,0.158201132
5/5/2014,0.158201132
5/12/2014,0.158201132
5/19/2014,0.158201132
5/26/2014,0.158201132
6/2/2014,0.158201132
6/9/2014,0.158201132
6/16/2014,0.158201132
6/23/2014,0.158201132
6/30/2014,0.158201132
7/7/2014,0.158201132
7/14/2014,0.158201132
7/21/2014,0.158201132
7/28/2014,0.158201132
8/4/2014,0.158201132
8/11/2014,0.158201132
8/18/2014,0.158201132
8/25/2014,0.158201132
9/1/2014,0.158201132
9/8/2014,0.158201132
9/15/2014,0.158201132
9/22/2014,0.158201132
9/29/2014,0.158201132
10/6/2014,0.158201132
10/13/2014,0.158201132
10/20/2014,0.158201132
10/27/2014,0.158201132
11/3/2014,0.158201132
11/10/2014,0.158201132
11/17/2014,0.158201132
11/24/2014,0.158201132
12/1/2014,0.158201132
12/8/2014,0.158201132
12/15/2014,0.158201132
12/22/2014,0.158201132
12/29/2014,0.158201132
1/5/2015,0.181721068
1/12/2015,0.181721068
1/19/2015,0.181721068
1/26/2015,0.181721068
2/2/2015,0.181721068
2/9/2015,0.181721068
2/16/2015,0.181721068
2/23/2015,0.181721068
3/2/2015,0.181721068
3/9/2015,0.181721068
3/16/2015,0.181721068
3/23/2015,0.181721068
3/30/2015,0.181721068
4/6/2015,0.181721068
4/13/2015,0.181721068
4/20/2015,0.181721068
4/27/2015,0.181721068
5/4/2015,0.181721068
5/11/2015,0.181721068
5/18/2015,0.181721068
5/25/2015,0.181721068
6/1/2015,0.181721068
6/8/2015,0.181721068
6/15/2015,0.181721068
6/22/2015,0.181721068
6/29/2015,0.181721068
7/6/2015,0.181721068
7/13/2015,0.181721068
7/20/2015,0.181721068
7/27/2015,0.181721068
8/3/2015,0.181721068
8/10/2015,0.181721068
8/17/2015,0.181721068
8/24/2015,0.181721068
8/31/2015,0.181721068
9/7/2015,0.181721068
9/14/2015,0.181721068
9/21/2015,0.181721068
9/28/2015,0.181721068
10/5/2015,0.181721068
10/12/2015,0.181721068
10/19/2015,0.181721068
10/26/2015,0.181721068
11/2/2015,0.181721068
11/9/2015,0.181721068
11/16/2015,0.181721068
11/23/2015,0.181721068
11/30/2015,0.181721068
12/7/2015,0.181721068
12/14/2015,0.181721068
12/21/2015,0.181721068
12/28/2015,0.181721068
1/4/2016,0.222003654
1/11/2016,0.222003654
1/18/2016,0.222003654
1/25/2016,0.222003654
2/1/2016,0.222003654
2/8/2016,0.222003654
2/15/2016,0.222003654
2/22/2016,0.222003654
2/29/2016,0.222003654
3/7/2016,0.222003654
3/14/2016,0.222003654
3/21/2016,0.222003654
3/28/2016,0.222003654
4/4/2016,0.222003654
4/11/2016,0.222003654
4/18/2016,0.222003654
4/25/2016,0.222003654
5/2/2016,0.222003654
5/9/2016,0.222003654
5/16/2016,0.222003654
5/23/2016,0.222003654
5/30/2016,0.222003654
6/6/2016,0.222003654
6/13/2016,0.222003654
6/20/2016,0.222003654
6/27/2016,0.222003654
7/4/2016,0.222003654
7/11/2016,0.222003654
7/18/2016,0.222003654
7/25/2016,0.222003654
8/1/2016,0.222003654
8/8/2016,0.222003654
8/15/2016,0.222003654
8/22/2016,0.222003654
8/29/2016,0.222003654
9/5/2016,0.222003654
9/12/2016,0.222003654
9/19/2016,0.222003654
9/26/2016,0.222003654
10/3/2016,0.222003654
10/10/2016,0.222003654
10/17/2016,0.222003654
10/24/2016,0.222003654
10/31/2016,0.222003654
11/7/2016,0.222003654
11/14/2016,0.222003654
11/21/2016,0.222003654
11/28/2016,0.222003654
12/5/2016,0.222003654
12/12/2016,0.222003654
12/19/2016,0.222003654
12/26/2016,0.222003654
1/2/2017,0.205316938
1/9/2017,0.205316938
1/16/2017,0.205316938
1/23/2017,0.205316938
1/30/2017,0.205316938
2/6/2017,0.205316938
2/13/2017,0.205316938
2/20/2017,0.205316938
2/27/2017,0.205316938
3/6/2017,0.205316938
3/13/2017,0.205316938
3/20/2017,0.205316938
3/27/2017,0.205316938
4/3/2017,0.205316938
4/10/2017,0.205316938
4/17/2017,0.205316938
4/24/2017,0.205316938
5/1/2017,0.205316938
5/8/2017,0.205316938
5/15/2017,0.205316938
5/22/2017,0.205316938
5/29/2017,0.205316938
6/5/2017,0.205316938
6/12/2017,0.205316938
6/19/2017,0.205316938
6/26/2017,0.205316938
7/3/2017,0.205316938
7/10/2017,0.205316938
7/17/2017,0.205316938
7/24/2017,0.205316938
7/31/2017,0.205316938
8/7/2017,0.205316938
8/14/2017,0.205316938
8/21/2017,0.205316938
8/28/2017,0.205316938
9/4/2017,0.205316938
