Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,India,2015,Import,Fuels,573655.85,13.44,3.63,7.41,33,30.3,63.64,6.06,0,25,0,568845.8,569565.85,4090,3.63,7.41,33,30.3,63.64,6.06,0,25,0,568845.8,569565.85,4090
Sri Lanka,Ireland,2015,Import,Fuels,12.2,0.11,0,0,1,0,100,0,0,0,0,0,0,12.2,0,0,1,0,100,0,0,0,0,0,0,12.2
Sri Lanka,"Iran, Islamic Rep.",2015,Import,Fuels,11.47,0.16,0,0,2,0,100,0,0,0,0,0,0,11.47,0,0,2,0,100,0,0,0,0,0,0,11.47
Sri Lanka,Italy,2015,Import,Fuels,82.51,0.04,4.06,7.75,13,38.46,53.85,7.69,0,25,0,71.97,73.22,9.29,4.06,7.75,13,38.46,53.85,7.69,0,25,0,71.97,73.22,9.29
Sri Lanka,Japan,2015,Import,Fuels,4391.63,0.32,4.84,8.46,17,41.18,52.94,5.88,0,25,0,3419.4,4383.76,7.87,4.84,8.46,17,41.18,52.94,5.88,0,25,0,3419.4,4383.76,7.87
Sri Lanka,"Korea, Rep.",2015,Import,Fuels,15452.05,5.02,4.42,8.58,26,34.62,57.69,7.69,0,25,0,15262.73,15340.73,111.32,4.42,8.58,26,34.62,57.69,7.69,0,25,0,15262.73,15340.73,111.32
Sri Lanka,Kuwait,2015,Import,Fuels,8573.26,30.98,4.17,0.34,16,31.25,56.25,12.5,0,25,0,751.15,751.15,7822.12,4.17,0.34,16,31.25,56.25,12.5,0,25,0,751.15,751.15,7822.12
Sri Lanka,Maldives,2015,Import,Fuels,1346.8,6.73,4.42,8.75,12,41.67,50,8.33,0,25,0,1346.41,1346.46,0.34,7.92,8.75,12,41.67,50,8.33,0,25,0,1346.41,1346.46,0.34
Sri Lanka,Mexico,2015,Import,Fuels,48.81,0.48,8.13,8.75,10,50,40,10,0,25,0,48.67,48.81,0,8.13,8.75,10,50,40,10,0,25,0,48.67,48.81,0
Sri Lanka,Malaysia,2015,Import,Fuels,16651.18,3.26,3.47,7.69,19,31.58,63.16,5.26,0,25,0,14629.85,14639.08,2012.1,3.47,7.69,19,31.58,63.16,5.26,0,25,0,14629.85,14639.08,2012.1
Sri Lanka,Netherlands,2015,Import,Fuels,19036.42,16.46,2.5,3.75,20,30,60,10,0,25,0,18848.81,18921.4,115.02,2.5,3.75,20,30,60,10,0,25,0,18848.81,18921.4,115.02
Sri Lanka,New Zealand,2015,Import,Fuels,481.06,0.26,0,0,2,0,100,0,0,0,0,0,0,481.06,0,0,2,0,100,0,0,0,0,0,0,481.06
Sri Lanka,"Other Asia, nes",2015,Import,Fuels,2044.41,0.45,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2015,Import,Fuels,214803.14,89.96,2.92,0.07,13,30.77,61.54,7.69,0,25,0,1798.71,1798.71,213004.42,2.92,0.07,13,30.77,61.54,7.69,0,25,0,1798.71,1798.71,213004.42
Sri Lanka,Portugal,2015,Import,Fuels,36.2,0.62,0,0,1,0,100,0,0,0,0,0,0,36.2,0,0,1,0,100,0,0,0,0,0,0,36.2
Sri Lanka,Qatar,2015,Import,Fuels,4215.33,11.86,0,0,2,0,100,0,0,0,0,0,0,4215.33,0,0,2,0,100,0,0,0,0,0,0,4215.33
Sri Lanka,Romania,2015,Import,Fuels,11.19,0.95,3.75,3.75,5,20,60,20,0,15,0,11.19,11.19,0,3.75,3.75,5,20,60,20,0,15,0,11.19,11.19,0
Sri Lanka,Russian Federation,2015,Import,Fuels,60757.26,25.1,0,0,1,0,100,0,0,0,0,0,0,60757.26,0,0,1,0,100,0,0,0,0,0,0,60757.26
Sri Lanka,Saudi Arabia,2015,Import,Fuels,6149.02,5.04,6.25,8.74,14,35.71,50,14.29,0,25,0,6149.02,6149.02,0,6.25,8.74,14,35.71,50,14.29,0,25,0,6149.02,6149.02,0
Sri Lanka,Singapore,2015,Import,Fuels,597695.03,64.77,2.36,6.36,31,25.81,67.74,6.45,0,25,0,590742.68,590774.5,6920.53,2.36,6.36,31,25.81,67.74,6.45,0,25,0,590742.68,590774.5,6920.53
Sri Lanka,Slovak Republic,2015,Import,Fuels,10.99,0.19,0,0,1,0,100,0,0,0,0,0,0,10.99,0,0,1,0,100,0,0,0,0,0,0,10.99
Sri Lanka,Sweden,2015,Import,Fuels,283.27,0.33,4.06,1.37,12,41.67,50,8.33,0,25,0,44.22,44.23,239.03,4.06,1.37,12,41.67,50,8.33,0,25,0,44.22,44.23,239.03
Sri Lanka,Thailand,2015,Import,Fuels,7469.1,1.5,5,7.13,19,36.84,52.63,10.53,0,25,0,6205.79,6220.58,1248.52,5,7.13,19,36.84,52.63,10.53,0,25,0,6205.79,6220.58,1248.52
Sri Lanka,Tokelau,2015,Import,Fuels,0.08,0.01,8.75,8.75,9,44.44,44.44,11.11,0,25,0,0.08,0.08,0,8.75,8.75,9,44.44,44.44,11.11,0,25,0,0.08,0.08,0
Sri Lanka,Turkey,2015,Import,Fuels,22.28,0.04,7.75,8.71,13,53.85,38.46,7.69,0,25,0,1.28,22.06,0.22,7.75,8.71,13,53.85,38.46,7.69,0,25,0,1.28,22.06,0.22
Sri Lanka,United States,2015,Import,Fuels,937.26,0.2,3.83,5.57,30,30,60,10,0,25,0,457.65,555.64,381.63,3.83,5.57,30,30,60,10,0,25,0,457.65,555.64,381.63
Sri Lanka,Vietnam,2015,Import,Fuels,2998.87,1.23,4.38,0.18,11,36.36,54.55,9.09,0,25,0,62.09,62.09,2936.78,4.38,0.18,11,36.36,54.55,9.09,0,25,0,62.09,62.09,2936.78
Sri Lanka, World,2015,Import,Fuels,2652876.31,13.99,3.91,4.04,593,34.4,57.17,8.43,0,25,0,1509174.35,1512313.21,1140563.1,2.8,4.04,57,22.81,71.93,0.51,0,25,0,1509174.35,1512313.21,1140563.1
Sri Lanka,South Africa,2015,Import,Fuels,64087.97,75.02,5,0,3,33.33,66.67,0,0,15,0,0,0.59,64087.37,5,0,3,33.33,66.67,0,0,15,0,0,0.59,64087.37
Sri Lanka,East Asia & Pacific,2015,Import,Fuels,801912.54,8.98,3.41,6.32,186,32.26,60.75,6.99,0,25,0,742870.28,744579.65,57332.89,2.42,6.32,44,22.73,72.73,1.08,0,25,0,742870.28,744579.65,57332.89
Sri Lanka,Europe & Central Asia,2015,Import,Fuels,82341.56,3.61,4.2,1,190,35.79,54.74,9.47,0,25,0,20052.98,20235.71,62105.86,3.65,1,39,28.21,64.1,1.58,0,25,0,20052.98,20235.71,62105.86
Sri Lanka,Latin America & Caribbean,2015,Import,Fuels,84.56,0.05,8.33,8.75,19,47.37,42.11,10.53,0,25,0,84.43,84.56,0,8.13,8.75,10,50,40,5.26,0,25,0,84.43,84.56,0
Sri Lanka,Middle East & North Africa,2015,Import,Fuels,1126449.4,70.18,4.11,1.14,87,32.18,58.62,9.2,0,25,0,173917.15,173979.5,952469.91,4.42,1.14,27,33.33,59.26,2.3,0,25,0,173917.15,173979.5,952469.91
Sri Lanka,North America,2015,Import,Fuels,953.14,0.13,3.9,5.62,40,32.5,57.5,10,0,25,0,473.5,571.49,381.64,3.59,5.62,31,29.03,61.29,7.5,0,25,0,473.5,571.49,381.64
Sri Lanka,South Asia,2015,Import,Fuels,575002.65,12.44,3.73,7.41,45,33.33,60,6.67,0,25,0,570192.21,570912.31,4090.34,3.63,7.41,33,30.3,63.64,4.44,0,25,0,570192.21,570912.31,4090.34
Sri Lanka,Sub-Saharan Africa,2015,Import,Fuels,64087.97,54.11,5,0,3,33.33,66.67,0,0,15,0,0,0.59,64087.37,5,0,3,33.33,66.67,0,0,15,0,0,0.59,64087.37
Sri Lanka,Albania,2016,Import,Fuels,6.91,4.86,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Arab Emirates,2016,Import,Fuels,712570.33,66.77,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Australia,2016,Import,Fuels,1.56,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Belgium,2016,Import,Fuels,357.17,0.51,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bahrain,2016,Import,Fuels,394.85,2.82,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Brazil,2016,Import,Fuels,25.31,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Canada,2016,Import,Fuels,61.51,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Switzerland,2016,Import,Fuels,10.79,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,China,2016,Import,Fuels,155258.47,3.64,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Czech Republic,2016,Import,Fuels,0.76,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Germany,2016,Import,Fuels,320.8,0.07,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Denmark,2016,Import,Fuels,3.56,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Egypt, Arab Rep.",2016,Import,Fuels,9.88,0.04,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Spain,2016,Import,Fuels,142.07,0.18,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Estonia,2016,Import,Fuels,8.25,0.14,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Finland,2016,Import,Fuels,0.02,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,France,2016,Import,Fuels,295.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Kingdom,2016,Import,Fuels,361.35,0.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Greece,2016,Import,Fuels,58.54,0.79,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Hong Kong, China",2016,Import,Fuels,89.83,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Indonesia,2016,Import,Fuels,37767.38,9.96,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,India,2016,Import,Fuels,384322.06,10.05,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Ireland,2016,Import,Fuels,12.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Iran, Islamic Rep.",2016,Import,Fuels,0.22,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Israel,2016,Import,Fuels,0.07,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Italy,2016,Import,Fuels,83.66,0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Japan,2016,Import,Fuels,3308.49,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Korea, Rep.",2016,Import,Fuels,13859.94,4.27,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Kuwait,2016,Import,Fuels,484.48,2.81,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Maldives,2016,Import,Fuels,59846.83,69.44,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Mexico,2016,Import,Fuels,42.42,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Malaysia,2016,Import,Fuels,116553.93,18.15,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Nigeria,2016,Import,Fuels,0.37,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Netherlands,2016,Import,Fuels,265.38,0.23,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,New Zealand,2016,Import,Fuels,374.29,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Other Asia, nes",2016,Import,Fuels,1983.9,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2016,Import,Fuels,23773.61,62.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Philippines,2016,Import,Fuels,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Poland,2016,Import,Fuels,52.3,0.19,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Portugal,2016,Import,Fuels,29.87,0.38,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Russian Federation,2016,Import,Fuels,13862.78,6.95,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Saudi Arabia,2016,Import,Fuels,14881.24,10.95,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Singapore,2016,Import,Fuels,605885.39,58.81,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Slovak Republic,2016,Import,Fuels,4.72,0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Slovenia,2016,Import,Fuels,0.08,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sweden,2016,Import,Fuels,244.6,0.38,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Thailand,2016,Import,Fuels,7619.07,1.48,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Turkey,2016,Import,Fuels,59.53,0.09,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Ukraine,2016,Import,Fuels,10.09,0.02,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United States,2016,Import,Fuels,748.65,0.14,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Vietnam,2016,Import,Fuels,4724.82,1.75,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka, World,2016,Import,Fuels,2333656.71,11.97,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Africa,2016,Import,Fuels,172874.15,86.52,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Zimbabwe,2016,Import,Fuels,2.62,16.6,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,East Asia & Pacific,2016,Import,Fuels,945443.19,10.13,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Europe & Central Asia,2016,Import,Fuels,16191.04,0.59,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Latin America & Caribbean,2016,Import,Fuels,67.73,0.03,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Middle East & North Africa,2016,Import,Fuels,752114.67,52.64,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,North America,2016,Import,Fuels,810.15,0.1,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Asia,2016,Import,Fuels,444168.88,10.46,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sub-Saharan Africa,2016,Import,Fuels,172877.14,76.25,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Albania,2017,Import,Fuels,13.15,10.66,0,0,1,0,100,0,0,0,0,0,0,13.15,0,0,1,0,100,0,0,0,0,0,0,13.15
Sri Lanka,Andorra,2017,Import,Fuels,15923.49,97.87,3.75,3.75,5,20,60,20,0,15,0,15923.49,15923.49,0,3.75,3.75,5,20,60,20,0,15,0,15923.49,15923.49,0
Sri Lanka,United Arab Emirates,2017,Import,Fuels,1084498.7,69.35,2.95,2.73,28,25,67.86,7.14,0,15,0,445188.99,445205.84,639292.86,2.95,2.73,28,25,67.86,7.14,0,15,0,445188.99,445205.84,639292.86
Sri Lanka,Argentina,2017,Import,Fuels,3.68,0.04,0,0,1,0,100,0,0,0,0,0,0,3.68,0,0,1,0,100,0,0,0,0,0,0,3.68
Sri Lanka,Belgium,2017,Import,Fuels,822.4,1.06,3.75,3.4,15,33.33,53.33,13.33,0,15,0,379.67,379.67,442.74,3.75,3.4,15,33.33,53.33,13.33,0,15,0,379.67,379.67,442.74
Sri Lanka,Bahrain,2017,Import,Fuels,736.05,4.46,0,0,1,0,100,0,0,0,0,0,0,736.05,0,0,1,0,100,0,0,0,0,0,0,736.05
Sri Lanka,Brazil,2017,Import,Fuels,17.28,0.01,7.5,7.5,9,44.44,44.44,11.11,0,15,0,17.28,17.28,0,7.5,7.5,9,44.44,44.44,11.11,0,15,0,17.28,17.28,0
Sri Lanka,Canada,2017,Import,Fuels,31.83,0.01,3.75,2.91,10,40,50,10,0,15,0,12.36,12.36,19.47,3.75,2.91,10,40,50,10,0,15,0,12.36,12.36,19.47
Sri Lanka,Switzerland,2017,Import,Fuels,13.79,0,3.75,7.49,10,40,50,10,0,15,0,13.78,13.78,0.01,3.75,7.49,10,40,50,10,0,15,0,13.78,13.78,0.01
Sri Lanka,China,2017,Import,Fuels,54363.04,1.3,4.02,3.68,26,30.77,61.54,7.69,0,15,0,52373.04,52375.05,1988,4.02,3.68,26,30.77,61.54,7.69,0,15,0,52373.04,52375.05,1988
Sri Lanka,Czech Republic,2017,Import,Fuels,14.39,0.1,0,0,1,0,100,0,0,0,0,0,0,14.39,0,0,1,0,100,0,0,0,0,0,0,14.39
Sri Lanka,Germany,2017,Import,Fuels,463.56,0.12,5.11,5.74,24,33.33,54.17,12.5,0,15,0,309.3,335.82,127.74,5.11,5.74,24,33.33,54.17,12.5,0,15,0,309.3,335.82,127.74
Sri Lanka,Denmark,2017,Import,Fuels,9.79,0.02,7.5,8.1,11,45.45,45.45,9.09,0,15,0,8.75,9.66,0.13,7.5,8.1,11,45.45,45.45,9.09,0,15,0,8.75,9.66,0.13
Sri Lanka,"Egypt, Arab Rep.",2017,Import,Fuels,44.01,0.17,3.75,5.86,10,40,50,10,0,15,0,34.39,34.39,9.62,3.75,5.86,10,40,50,10,0,15,0,34.39,34.39,9.62
